,단지명,계약년,도로명,동,거래금액평균(만원)
456,가화랜드빌,2020,차성동로 168-20,기장읍,11900.0
457,가화랜드빌,2021,차성동로 168-20,기장읍,12483.33
458,가화랜드빌5차,2012,차성서로 61-15,기장읍,9743.57
459,가화랜드빌5차,2013,차성서로 61-15,기장읍,11545.0
460,가화랜드빌5차,2014,차성서로 61-15,기장읍,12150.0
461,가화랜드빌5차,2015,차성서로 61-15,기장읍,12353.85
462,가화랜드빌5차,2016,차성서로 61-15,기장읍,13208.33
463,가화랜드빌5차,2017,차성서로 61-15,기장읍,15550.0
464,가화랜드빌5차,2018,차성서로 61-15,기장읍,15000.0
465,가화랜드빌5차,2020,차성서로 61-15,기장읍,12350.0
466,가화랜드빌5차,2021,차성서로 61-15,기장읍,13685.71
467,가화랜드빌기장1차,2012,차성로216번길 26,기장읍,7334.97
468,가화랜드빌기장1차,2013,차성로216번길 26,기장읍,10225.0
469,가화랜드빌기장1차,2014,차성로216번길 26,기장읍,9683.33
470,가화랜드빌기장1차,2015,차성로216번길 26,기장읍,9810.0
471,가화랜드빌기장1차,2016,차성로216번길 26,기장읍,10625.0
472,가화랜드빌기장1차,2018,차성로216번길 26,기장읍,11650.0
473,가화랜드빌기장1차,2019,차성로216번길 26,기장읍,13000.0
474,가화랜드빌기장1차,2020,차성로216번길 26,기장읍,7420.0
475,가화랜드빌기장1차,2021,차성로216번길 26,기장읍,11883.33
476,가화만사성,2012,차성동로 167-10,기장읍,15850.0
477,가화만사성,2013,차성동로 167-10,기장읍,13837.5
478,가화만사성,2014,차성동로 167-10,기장읍,15462.5
479,가화만사성,2015,차성동로 167-10,기장읍,15463.91
480,가화만사성,2016,차성동로 167-10,기장읍,17337.14
481,가화만사성,2017,차성동로 167-10,기장읍,19276.67
482,가화만사성,2018,차성동로 167-10,기장읍,17833.33
483,가화만사성,2019,차성동로 167-10,기장읍,16450.0
484,가화만사성,2020,차성동로 167-10,기장읍,16725.0
485,가화만사성,2021,차성동로 167-10,기장읍,17412.5
486,가화만사성4차,2012,차성동로30번길 6,기장읍,17600.0
487,가화만사성4차,2013,차성동로30번길 6,기장읍,15550.0
488,가화만사성4차,2014,차성동로30번길 6,기장읍,12500.0
489,가화만사성4차,2015,차성동로30번길 6,기장읍,17300.0
490,가화만사성4차,2016,차성동로30번길 6,기장읍,18050.0
491,가화만사성4차,2017,차성동로30번길 6,기장읍,14600.0
492,가화만사성4차,2021,차성동로30번길 6,기장읍,15733.33
493,가화만사성정관타운,2020,방곡로 39,정관읍,23500.0
494,가화만사성정관타운,2021,방곡로 39,정관읍,17631.07
495,가화일광타워,2018,이천10길 37,일광면,20137.96
496,가화일광타워,2019,이천10길 37,일광면,21530.95
497,가화일광타워,2020,이천10길 37,일광면,21984.8
498,가화일광타워,2021,이천10길 37,일광면,25628.86
499,감만현대1차,2012,우암로2번길 5,감만동,12067.31
500,감만현대1차,2013,우암로2번길 5,감만동,12060.38
501,감만현대1차,2014,우암로2번길 5,감만동,12865.14
502,감만현대1차,2015,우암로2번길 5,감만동,13481.85
503,감만현대1차,2016,우암로2번길 5,감만동,15172.65
504,감만현대1차,2017,우암로2번길 5,감만동,16463.55
505,감만현대1차,2018,우암로2번길 5,감만동,16258.33
506,감만현대1차,2019,우암로2번길 5,감만동,14329.31
507,감만현대1차,2020,우암로2번길 5,감만동,14594.06
508,감만현대1차,2021,우암로2번길 5,감만동,17157.02
509,감만현대3,2012,우암로2번길 30,감만동,13500.0
510,감만현대3,2013,우암로2번길 30,감만동,11500.94
511,감만현대3,2014,우암로2번길 30,감만동,12259.38
512,감만현대3,2015,우암로2번길 30,감만동,13523.64
513,감만현대3,2016,우암로2번길 30,감만동,14005.26
514,감만현대3,2017,우암로2번길 30,감만동,17416.67
515,감만현대3,2018,우암로2번길 30,감만동,17320.0
516,감만현대3,2019,우암로2번길 30,감만동,13925.0
517,감만현대3,2020,우암로2번길 30,감만동,13381.25
518,감만현대3,2021,우암로2번길 30,감만동,16100.0
519,감천단지,2012,감천로105번길 40,감천동,7952.78
520,감천단지,2013,감천로105번길 40,감천동,9716.67
521,감천단지,2014,감천로105번길 40,감천동,9042.86
522,감천단지,2015,감천로105번길 40,감천동,8985.71
523,감천단지,2016,감천로105번길 40,감천동,9625.0
524,감천단지,2017,감천로105번길 40,감천동,8900.0
525,감천단지,2018,감천로105번길 40,감천동,9366.67
526,감천단지,2019,감천로105번길 40,감천동,9325.0
527,감천단지,2020,감천로105번길 40,감천동,8644.44
528,감천단지,2021,감천로105번길 40,감천동,8410.0
529,감천백산,2012,감천로 32,감천동,15828.33
530,감천백산,2013,감천로 32,감천동,14950.0
531,감천백산,2014,감천로 32,감천동,16155.56
532,감천백산,2015,감천로 32,감천동,16407.5
533,감천백산,2016,감천로 32,감천동,15396.43
534,감천백산,2017,감천로 32,감천동,15522.73
535,감천백산,2018,감천로 32,감천동,16116.67
536,감천백산,2019,감천로 32,감천동,15230.0
537,감천백산,2020,감천로 32,감천동,14976.92
538,감천백산,2021,감천로 32,감천동,16228.24
539,감천오펠리움아파트,2018,감천로105번길 53,감천동,17405.91
540,감천오펠리움아파트,2019,감천로105번길 53,감천동,19003.22
541,감천오펠리움아파트,2020,감천로105번길 53,감천동,18239.1
542,감천오펠리움아파트,2021,감천로105번길 53,감천동,19379.27
543,감천유림1차,2012,감천로 24,감천동,18959.0
544,감천유림1차,2013,감천로 24,감천동,19198.0
545,감천유림1차,2014,감천로 24,감천동,18954.33
546,감천유림1차,2015,감천로 24,감천동,19456.25
547,감천유림1차,2016,감천로 24,감천동,19845.12
548,감천유림1차,2017,감천로 24,감천동,18969.57
549,감천유림1차,2018,감천로 24,감천동,19694.74
550,감천유림1차,2019,감천로 24,감천동,18396.0
551,감천유림1차,2020,감천로 24,감천동,18787.04
552,감천유림1차,2021,감천로 24,감천동,20266.67
553,감천유림2차,2012,사하로 80,감천동,18570.83
554,감천유림2차,2013,사하로 80,감천동,17559.57
555,감천유림2차,2014,사하로 80,감천동,18105.77
556,감천유림2차,2015,사하로 80,감천동,18708.62
557,감천유림2차,2016,사하로 80,감천동,18712.5
558,감천유림2차,2017,사하로 80,감천동,19143.48
559,감천유림2차,2018,사하로 80,감천동,19386.96
560,감천유림2차,2019,사하로 80,감천동,19786.67
561,감천유림2차,2020,사하로 80,감천동,20925.86
562,감천유림2차,2021,사하로 80,감천동,18653.33
563,감천현대,2012,감천로 38,감천동,16631.82
564,감천현대,2013,감천로 38,감천동,16677.27
565,감천현대,2014,감천로 38,감천동,18530.77
566,감천현대,2015,감천로 38,감천동,18611.36
567,감천현대,2016,감천로 38,감천동,16598.46
568,감천현대,2017,감천로 38,감천동,19391.67
569,감천현대,2018,감천로 38,감천동,16125.0
570,감천현대,2019,감천로 38,감천동,16868.75
571,감천현대,2020,감천로 38,감천동,17134.62
572,감천현대,2021,감천로 38,감천동,18623.08
573,감천화흥타워,2012,감내1로 31,감천동,5800.0
574,감천화흥타워,2013,감내1로 31,감천동,7226.67
575,감천화흥타워,2014,감내1로 31,감천동,7610.0
576,감천화흥타워,2015,감내1로 31,감천동,6725.0
577,감천화흥타워,2016,감내1로 31,감천동,7575.0
578,감천화흥타워,2017,감내1로 31,감천동,6500.0
579,감천화흥타워,2018,감내1로 31,감천동,7850.0
580,감천화흥타워,2019,감내1로 31,감천동,5200.0
581,감천화흥타워,2020,감내1로 31,감천동,7425.0
582,강남,2012,장평로41번길 61,장림동,13143.75
583,강남,2013,엄궁로 180,엄궁동,15383.33
584,강남,2013,장평로41번길 61,장림동,12712.5
585,강남,2014,장평로41번길 61,장림동,12583.93
586,강남,2015,장평로41번길 61,장림동,12714.52
587,강남,2016,장평로41번길 61,장림동,12963.64
588,강남,2017,장평로41번길 61,장림동,12979.33
589,강남,2018,엄궁로 180,엄궁동,18300.0
590,강남,2018,장평로41번길 61,장림동,12460.0
591,강남,2019,장평로41번길 61,장림동,11548.57
592,강남,2020,엄궁로 180,엄궁동,18600.0
593,강남,2020,장평로41번길 61,장림동,11647.37
594,강남,2021,장평로41번길 61,장림동,12383.33
595,강남포레,2019,복지로8번길 10,개금동,12200.0
596,강변뜨란채,2012,안남로 79,안락동,25019.14
597,강변뜨란채,2013,안남로 79,안락동,24800.47
598,강변뜨란채,2014,안남로 79,안락동,26168.21
599,강변뜨란채,2015,안남로 79,안락동,28707.93
600,강변뜨란채,2016,안남로 79,안락동,32726.51
601,강변뜨란채,2017,안남로 79,안락동,35283.02
602,강변뜨란채,2018,안남로 79,안락동,33381.1
603,강변뜨란채,2019,안남로 79,안락동,31527.0
604,강변뜨란채,2020,안남로 79,안락동,34125.82
605,강변뜨란채,2021,안남로 79,안락동,45585.29
606,강변타워,2012,하신번영로261번길 13,하단동,12550.0
607,강변타워,2013,하신번영로261번길 13,하단동,12350.0
608,강변타워,2014,하신번영로261번길 13,하단동,12212.5
609,강변타워,2015,하신번영로261번길 13,하단동,14350.0
610,강변타워,2016,하신번영로261번길 13,하단동,13428.0
611,강변타워,2017,하신번영로261번길 13,하단동,13620.0
612,강변타워,2018,하신번영로261번길 13,하단동,15000.0
613,강변타워,2019,하신번영로261번길 13,하단동,16000.0
614,강변타워,2020,하신번영로261번길 13,하단동,12870.83
615,강변타워,2021,하신번영로261번길 13,하단동,12971.43
616,강산마을,2012,고분로235번길 31,연산동,13500.0
617,강산마을,2013,고분로235번길 31,연산동,4000.0
618,강산마을,2014,고분로235번길 31,연산동,14500.0
619,강산마을,2015,고분로235번길 31,연산동,14750.0
620,강산마을,2015,무학로9번길 7,광안동,4500.05
621,강산해오름,2012,고분로236번길 6,연산동,17450.0
622,강산해오름,2012,장대골로7번길 42,광안동,11000.0
623,강산해오름,2014,고분로236번길 6,연산동,16800.0
624,강산해오름,2014,장대골로7번길 42,광안동,19000.0
625,강산해오름,2015,고분로236번길 6,연산동,18550.0
626,강산해오름,2016,고분로236번길 6,연산동,19300.0
627,강산해오름,2017,고분로236번길 6,연산동,22100.0
628,강산해오름,2017,장대골로7번길 42,광안동,34700.0
629,강산해오름,2018,고분로236번길 6,연산동,20800.0
630,강산해오름,2020,장대골로7번길 42,광안동,24500.0
631,강일프라임빌,2014,광장로 96-8,괘법동,12838.1
632,강일프라임빌,2015,광장로 96-8,괘법동,13000.0
633,강일프라임빌,2016,광장로 96-8,괘법동,16337.5
634,강일프라임빌,2017,광장로 96-8,괘법동,16278.57
635,강일프라임빌,2018,광장로 96-8,괘법동,16920.0
636,강일프라임빌,2019,광장로 96-8,괘법동,16000.0
637,강일프라임빌,2019,안연로8번길 22,연산동,23000.0
638,강일프라임빌,2020,광장로 96-8,괘법동,14933.33
639,강일프라임빌,2020,안연로8번길 22,연산동,20500.0
640,강일프라임빌,2021,광장로 96-8,괘법동,15900.0
641,강일프라임빌,2021,안연로8번길 22,연산동,23300.0
642,강진노블레스,2012,승학로 191,괴정동,23000.0
643,강진노블레스,2013,승학로 191,괴정동,20020.0
644,강진노블레스,2014,승학로 191,괴정동,21300.0
645,강진노블레스,2015,승학로 191,괴정동,21800.0
646,강진노블레스,2016,승학로 191,괴정동,23575.0
647,강진노블레스,2017,승학로 191,괴정동,23425.0
648,강진노블레스,2019,승학로 191,괴정동,19500.0
649,강진노블레스,2020,승학로 191,괴정동,22000.0
650,강진융프라우,2013,중앙대로621번길 25,범천동,7447.0
651,강진융프라우,2014,중앙대로621번길 25,범천동,7481.5
652,강진융프라우,2015,중앙대로621번길 25,범천동,7140.8
653,강진융프라우,2016,중앙대로621번길 25,범천동,7165.33
654,강진융프라우,2017,중앙대로621번길 25,범천동,7284.38
655,강진융프라우,2018,중앙대로621번길 25,범천동,7395.4
656,강진융프라우,2019,중앙대로621번길 25,범천동,7145.0
657,강진융프라우,2020,중앙대로621번길 25,범천동,7066.67
658,강진융프라우,2021,중앙대로621번길 25,범천동,5820.0
659,강진융프라우2차,2016,전포대로 90,문현동,12077.33
660,강진융프라우2차,2017,전포대로 90,문현동,10280.0
661,강진융프라우2차,2018,전포대로 90,문현동,10600.0
662,강진융프라우2차,2019,전포대로 90,문현동,9316.67
663,강진융프라우2차,2020,전포대로 90,문현동,10625.0
664,강진융프라우2차,2021,전포대로 90,문현동,7975.0
665,개금동아이리스5차애비뉴,2019,가야대로468번길 11,개금동,27681.82
666,개금동아이리스5차애비뉴,2020,가야대로468번길 11,개금동,27800.0
667,개금동아이리스5차애비뉴,2021,가야대로468번길 11,개금동,27250.0
668,개금동포르투나,2020,복지로 15,개금동,30000.0
669,개금동포르투나,2021,복지로 15,개금동,35500.0
670,개금롯데캐슬,2012,개금온정로 10,개금동,35627.42
671,개금롯데캐슬,2013,개금온정로 10,개금동,34309.78
672,개금롯데캐슬,2014,개금온정로 10,개금동,37132.68
673,개금롯데캐슬,2015,개금온정로 10,개금동,39630.95
674,개금롯데캐슬,2016,개금온정로 10,개금동,42597.3
675,개금롯데캐슬,2017,개금온정로 10,개금동,44754.76
676,개금롯데캐슬,2018,개금온정로 10,개금동,41685.71
677,개금롯데캐슬,2019,개금온정로 10,개금동,43544.64
678,개금롯데캐슬,2020,개금온정로 10,가야동,40000.0
679,개금롯데캐슬,2020,개금온정로 10,개금동,43458.77
680,개금롯데캐슬,2021,개금온정로 10,개금동,54657.89
681,개금모아블루빌,2012,가야대로454번길 33,개금동,17633.33
682,개금모아블루빌,2014,가야대로454번길 33,개금동,18300.0
683,개금모아블루빌,2015,가야대로454번길 33,개금동,18200.0
684,개금모아블루빌,2016,가야대로454번길 33,개금동,20050.0
685,개금미네스트,2021,개금본동로9번길 69,개금동,19900.0
686,개금블루스카이,2015,개금온정로 6,개금동,16411.42
687,개금블루스카이,2016,개금온정로 6,개금동,19510.0
688,개금블루스카이,2017,개금온정로 6,개금동,20550.0
689,개금블루스카이,2018,개금온정로 6,개금동,18750.0
690,개금블루스카이,2019,개금온정로 6,개금동,19950.0
691,개금블루스카이,2020,개금온정로 6,개금동,19112.5
692,개금블루스카이,2021,개금온정로 6,개금동,18550.0
693,개금아이파크,2012,복지로 70,개금동,23358.39
694,개금아이파크,2013,복지로 70,개금동,23421.62
695,개금아이파크,2014,복지로 70,개금동,23720.88
696,개금아이파크,2015,복지로 70,개금동,25949.36
697,개금아이파크,2016,복지로 70,개금동,27260.0
698,개금아이파크,2017,복지로 70,개금동,28103.17
699,개금아이파크,2018,복지로 70,개금동,27728.57
700,개금아이파크,2019,복지로 70,개금동,27062.82
701,개금아이파크,2020,복지로 70,개금동,27255.2
702,개금아이파크,2021,복지로 70,개금동,31690.16
703,개금역금강펜테리움더스퀘어아파트,2018,가야대로 450,개금동,42400.0
704,개금역금강펜테리움더스퀘어아파트,2019,가야대로 450,개금동,45566.67
705,개금역금강펜테리움더스퀘어아파트,2020,가야대로 450,개금동,54091.33
706,개금역금강펜테리움더스퀘어아파트,2021,가야대로 450,개금동,71466.67
707,개금역대상웰리움,2017,가야대로498번길 14,개금동,29292.5
708,개금역대상웰리움,2018,가야대로498번길 14,개금동,31366.67
709,개금역대상웰리움,2019,가야대로498번길 14,개금동,28000.0
710,개금역대상웰리움,2020,가야대로498번길 14,개금동,24375.0
711,개금역대상웰리움,2021,가야대로498번길 14,개금동,27550.0
